| RaterId | Image | Department                | NAttractiveness | gender | age    |
|     175 |     4 | Computer Science          |      -0.4782609 | -1.000 | 32.000 |
|     175 |     5 | Economics                 |      -0.2173913 | -1.000 | 41.000 |
|     175 |     6 | Finance                   |      -0.0434783 |  1.000 | 52.000 |
|     175 |     7 | History                   |      -0.1304348 | -1.000 | 51.000 |
|     175 |     8 | Human Resources           |       1.0000000 |  1.000 | 31.000 |
|     175 |     9 | Language & Literature     |      -0.3043478 | -1.000 | 33.000 |
|     175 |    10 | Mathematics               |      -0.2173913 | -1.000 | 52.000 |
|     175 |    11 | New Media                 |      -0.1304348 |  1.000 | 52.000 |
|     175 |    12 | Physics                   |      -0.4782609 | -1.000 | 36.000 |
|     175 |    13 | Provost Office            |       0.0434783 |  0.630 | 53.000 |
|     175 |    14 | Registrar                 |      -1.0000000 |  1.000 | 66.000 |
|     175 |    15 | Sociology                 |      -0.2173913 | -1.000 | 15.000 |
|     197 |     1 | Art                       |      -0.5000000 | -1.000 | 25.000 |
|     197 |     2 | Athletics                 |      -0.3333333 | -1.000 | 29.000 |
|     197 |     3 | Chancellor's Office       |      -0.3333333 | -1.000 | 21.000 |
|     197 |     4 | Computer Science          |       0.1666667 | -1.000 | 35.000 |
|     197 |     5 | Economics                 |       0.8333333 | -1.000 | 42.000 |
|     197 |     6 | Finance                   |       0.1666667 |  1.000 | 33.000 |
|     197 |     7 | History                   |       1.0000000 | -1.000 | 41.000 |
|     197 |     8 | Human Resources           |      -1.0000000 |  1.000 | 45.000 |
|     197 |     9 | Language & Literature     |      -1.0000000 | -1.000 | 44.000 |
|     197 |    10 | Mathematics               |       1.0000000 | -1.000 | 47.000 |
|     197 |    11 | New Media                 |       0.3333333 |  1.000 | 52.000 |
|     197 |    12 | Physics                   |       1.0000000 | -1.000 | 47.000 |
|     197 |    13 | Provost Office            |       1.0000000 |  0.000 | 52.000 |
|     197 |    14 | Registrar                 |      -0.1666667 | -0.210 | 66.000 |
|     197 |    15 | Sociology                 |       0.3333333 | -0.730 | 45.000 |
|     240 |     1 | Art                       |      -0.2307692 | -0.730 | 29.000 |
|     240 |     2 | Athletics                 |      -0.5384615 |  0.000 | 32.000 |
|     240 |     3 | Chancellor's Office       |       1.0000000 |  1.000 | 31.000 |
|     240 |     4 | Computer Science          |       0.0769231 | -0.740 | 39.000 |
|     240 |     5 | Economics                 |      -0.5384615 | -0.530 | 34.000 |
|     240 |     6 | Finance                   |       0.5384615 |  0.910 | 38.000 |
|     240 |     7 | History                   |      -1.0000000 |  0.000 | 37.000 |
|     240 |     8 | Human Resources           |       0.3846154 |  0.890 | 43.000 |
|     240 |     9 | Language & Literature     |       0.3846154 |  0.000 | 41.000 |
|     240 |    10 | Mathematics               |       0.0769231 | -1.000 | 44.000 |
|     240 |    11 | New Media                 |       0.0769231 |  1.000 | 36.000 |
|     240 |    12 | Physics                   |       0.5384615 | -0.710 | 34.000 |
|     240 |    13 | Provost Office            |      -1.0000000 |  0.000 | 39.000 |
|     240 |    14 | Registrar                 |      -0.8461538 |  0.340 | 61.000 |
|     240 |    15 | Sociology                 |      -0.2307692 | -0.510 | 40.000 |
|     244 |     1 | Art                       |       0.3548387 | -0.750 | 35.000 |
|     244 |     2 | Athletics                 |       0.4193548 | -0.540 | 34.000 |
|     244 |     3 | Chancellor's Office       |       0.6129032 |  0.300 | 44.000 |
|     244 |     4 | Computer Science          |      -0.1612903 | -0.340 | 56.000 |
|     244 |     5 | Economics                 |       0.2258065 | -0.540 | 55.000 |
|     244 |     6 | Finance                   |      -0.2258065 |  0.460 | 42.000 |
|     244 |     7 | History                   |       0.4838710 | -0.200 | 45.000 |
|     244 |     8 | Human Resources           |       0.3548387 |  0.220 | 47.000 |
|     244 |     9 | Language & Literature     |       0.8064516 | -0.810 | 33.000 |
|     244 |    10 | Mathematics               |       1.0000000 | -0.880 | 37.000 |
|     244 |    11 | New Media                 |      -0.6129032 |  0.140 | 32.000 |
|     244 |    12 | Physics                   |       0.2258065 | -0.660 | 29.000 |
|     244 |    13 | Provost Office            |      -0.1612903 |  0.150 | 32.000 |
|     244 |    14 | Registrar                 |      -1.0000000 |  0.000 | 61.000 |
|     244 |    15 | Sociology                 |      -0.2903226 | -0.120 | 36.000 |
|     245 |     1 | Art                       |       0.6470588 | -0.490 | 31.000 |
|     245 |     2 | Athletics                 |      -0.4117647 | -0.470 | 34.000 |
|     245 |     3 | Chancellor's Office       |       0.4117647 |  0.270 | 29.000 |
|     245 |     4 | Computer Science          |       0.2941176 | -0.720 | 41.000 |
|     245 |     5 | Economics                 |       0.5294118 | -0.790 | 41.000 |
|     245 |     6 | Finance                   |       0.8823529 |  0.560 | 34.000 |
|     245 |     7 | History                   |       0.0588235 |  0.000 | 46.000 |
|     245 |     8 | Human Resources           |      -0.7647059 |  0.460 | 39.000 |
|     245 |     9 | Language & Literature     |      -0.5294118 | -0.210 | 31.000 |
|     245 |    10 | Mathematics               |       0.4117647 | -0.960 | 41.000 |
|     245 |    11 | New Media                 |       1.0000000 |  0.570 | 39.000 |
|     245 |    12 | Physics                   |       0.0588235 | -0.590 | 31.000 |
|     245 |    13 | Provost Office            |      -0.5294118 |  0.000 | 39.000 |
|     245 |    14 | Registrar                 |      -1.0000000 |  0.000 | 42.000 |
|     245 |    15 | Sociology                 |      -0.5294118 | -0.280 | 40.000 |
|      58 |     1 | Art                       |       0.1111111 | -0.240 | 33.000 |
|      58 |     2 | Athletics                 |      -0.5555556 | -0.070 | 31.000 |
|      58 |     3 | Chancellor's Office       |      -0.7777778 |  0.160 | 31.000 |
|      58 |     4 | Computer Science          |       0.7777778 | -0.610 | 44.000 |
|      58 |     5 | Economics                 |      -0.3333333 | -1.000 | 48.000 |
|      58 |     6 | Finance                   |       1.0000000 |  0.210 | 37.000 |
|      58 |     7 | History                   |      -0.3333333 | -0.520 | 38.000 |
|      58 |     8 | Human Resources           |       0.7777778 |  0.190 | 46.000 |
|      58 |     9 | Language & Literature     |      -0.3333333 | -0.520 | 26.000 |
|      58 |    10 | Mathematics               |       0.1111111 | -0.850 | 43.000 |
|      58 |    11 | New Media                 |      -1.0000000 |  0.230 | 47.000 |
|      58 |    12 | Physics                   |       1.0000000 | -0.330 | 46.000 |
|      58 |    13 | Provost Office            |       0.7777778 |  0.000 | 33.000 |
|      58 |    14 | Registrar                 |      -1.0000000 | -0.160 | 47.000 |
|      58 |    15 | Sociology                 |       0.3333333 | -0.170 | 34.000 |
|      61 |     1 | Art                       |       0.5714286 | -1.000 | 30.000 |
|      61 |     2 | Athletics                 |       0.4285714 | -1.000 | 30.000 |
|      61 |     3 | Chancellor's Office       |       0.7142857 |  0.390 | 26.000 |
|      61 |     4 | Computer Science          |       0.7142857 | -1.000 | 32.000 |
|      61 |     5 | Economics                 |       0.9285714 | -1.000 | 36.000 |
|      61 |     6 | Finance                   |      -0.2857143 | -1.000 | 28.000 |
|      61 |     7 | History                   |      -0.4285714 | -0.200 | 31.000 |
|      61 |     8 | Human Resources           |       0.7857143 |  0.610 | 33.000 |
|      61 |     9 | Language & Literature     |       0.5714286 | -0.650 | 28.000 |
|      61 |    10 | Mathematics               |       1.0000000 | -1.000 | 24.000 |
|      61 |    11 | New Media                 |      -0.7142857 |  0.000 | 24.000 |
|      61 |    12 | Physics                   |      -0.5000000 | -0.680 | 28.000 |
|      61 |    13 | Provost Office            |       0.5714286 | -0.180 | 19.000 |
|      61 |    14 | Registrar                 |      -0.3571429 | -0.310 | 29.000 |
|      61 |    15 | Sociology                 |      -1.0000000 | -1.000 | 28.000 |
|      74 |     1 | Art                       |       0.0000000 | -1.000 | 24.000 |
|      74 |     2 | Athletics                 |       0.0000000 | -0.170 | 25.000 |
|      74 |     3 | Chancellor's Office       |       0.0000000 |  0.640 | 30.000 |
|      74 |     4 | Computer Science          |       0.0000000 | -0.860 | 45.000 |
|      74 |     5 | Economics                 |       0.0000000 | -1.000 | 44.000 |
|      74 |     6 | Finance                   |       0.0000000 |  1.000 | 38.000 |
|      74 |     7 | History                   |       0.0000000 | -0.140 | 48.000 |
|      74 |     8 | Human Resources           |       0.0000000 |  1.000 | 43.000 |
|      74 |     9 | Language & Literature     |       0.0000000 | -0.770 | 23.000 |
|      74 |    10 | Mathematics               |       0.0000000 | -1.000 | 49.000 |
|      74 |    11 | New Media                 |       0.0000000 |  0.250 | 50.000 |
|      74 |    12 | Physics                   |       0.0000000 | -1.000 | 46.000 |
|      74 |    13 | Provost Office            |       0.0000000 | -0.230 | 49.000 |
|      74 |    14 | Registrar                 |       0.0000000 |  0.090 | 56.000 |
|      74 |    15 | Sociology                 |       0.0000000 | -0.240 | 38.000 |
|      75 |     1 | Art                       |      -0.1250000 | -0.400 | 35.000 |
|      75 |     2 | Athletics                 |       0.6250000 | -0.500 | 27.000 |
|      75 |     3 | Chancellor's Office       |       0.6250000 |  0.660 | 30.000 |
|      75 |     4 | Computer Science          |       0.3750000 | -0.850 | 43.000 |
|      75 |     5 | Economics                 |      -0.1250000 | -0.750 | 35.000 |
|      75 |     6 | Finance                   |      -1.0000000 |  0.460 | 38.000 |
|      75 |     7 | History                   |       1.0000000 | -0.880 | 37.000 |
|      75 |     8 | Human Resources           |       0.3750000 |  0.880 | 34.000 |
|      75 |     9 | Language & Literature     |       0.0000000 | -0.730 | 44.000 |
|      75 |    10 | Mathematics               |      -0.1250000 | -0.710 | 42.000 |
|      75 |    11 | New Media                 |      -0.8750000 |  0.590 | 35.000 |
|      75 |    12 | Physics                   |      -0.8750000 | -0.590 | 41.000 |
|      75 |    13 | Provost Office            |       0.5000000 | -0.090 | 45.000 |
|      75 |    14 | Registrar                 |      -0.1250000 | -0.660 | 61.000 |
|      75 |    15 | Sociology                 |       0.2500000 | -0.180 | 52.000 |
|      77 |     1 | Art                       |       0.7142857 | -1.000 | 37.000 |
|      77 |     2 | Athletics                 |       1.0000000 | -1.000 | 28.000 |
|      77 |     3 | Chancellor's Office       |       0.2857143 | -1.000 | 30.000 |
|      77 |     4 | Computer Science          |       0.2857143 | -1.000 | 37.000 |
|      77 |     5 | Economics                 |       0.1428571 | -1.000 | 38.000 |
|      77 |     6 | Finance                   |      -0.8571429 | -1.000 | 28.000 |
|      77 |     7 | History                   |      -0.5714286 | -1.000 | 41.000 |
|      77 |     8 | Human Resources           |      -1.0000000 | -1.000 | 37.000 |
|      77 |     9 | Language & Literature     |       0.7142857 |  0.000 | 52.000 |
|      77 |    10 | Mathematics               |       0.7142857 |  0.000 | 52.000 |
|      77 |    11 | New Media                 |       0.7142857 |  0.000 | 52.000 |
|      77 |    12 | Physics                   |       0.7142857 |  0.000 | 52.000 |
|      77 |    13 | Provost Office            |       0.7142857 |  0.000 | 52.000 |
|      77 |    14 | Registrar                 |       0.7142857 |  0.000 | 52.000 |
|      77 |    15 | Sociology                 |       0.7142857 |  0.000 | 52.000 |
|      81 |     1 | Art                       |      -0.8461538 | -0.940 | 45.000 |
|      81 |     2 | Athletics                 |       1.0000000 | -0.490 | 39.000 |
|      81 |     3 | Chancellor's Office       |       0.5384615 |  0.000 | 35.000 |
|      81 |     4 | Computer Science          |       0.5384615 | -0.680 | 54.000 |
|      81 |     5 | Economics                 |       1.0000000 | -0.860 | 52.000 |
|      81 |     6 | Finance                   |      -0.0769231 |  0.220 | 39.000 |
|      81 |     7 | History                   |       0.3846154 | -0.740 | 53.000 |
|      81 |     8 | Human Resources           |       1.0000000 |  0.370 | 48.000 |
|      81 |     9 | Language & Literature     |       0.6923077 | -0.530 | 36.000 |
|      81 |    10 | Mathematics               |      -0.5384615 | -0.710 | 44.000 |
|      81 |    11 | New Media                 |       1.0000000 |  0.100 | 46.000 |
|      81 |    12 | Physics                   |      -1.0000000 | -0.670 | 40.000 |
|      81 |    13 | Provost Office            |       0.5384615 |  0.000 | 51.000 |
|      81 |    14 | Registrar                 |       0.0769231 | -0.710 | 55.000 |
|      81 |    15 | Sociology                 |       0.3846154 | -0.150 | 49.000 |
|      82 |     1 | Art                       |      -1.0000000 | -0.990 | 28.000 |
|      82 |     2 | Athletics                 |      -0.3846154 | -0.540 | 29.000 |
|      82 |     3 | Chancellor's Office       |       0.4615385 |  0.960 | 22.000 |
|      82 |     4 | Computer Science          |       0.4615385 | -0.960 | 34.000 |
|      82 |     5 | Economics                 |      -0.3076923 | -0.980 | 45.000 |
|      82 |     6 | Finance                   |       0.0769231 |  0.200 | 53.000 |
|      82 |     7 | History                   |      -1.0000000 | -0.450 | 41.000 |
|      82 |     8 | Human Resources           |       0.2307692 |  0.100 | 37.000 |
|      82 |     9 | Language & Literature     |       0.0769231 | -0.190 | 18.000 |
|      82 |    10 | Mathematics               |       0.6153846 | -0.980 | 26.000 |
|      82 |    11 | New Media                 |       0.1538462 |  0.000 | 35.000 |
|      82 |    12 | Physics                   |       0.1538462 | -0.800 | 30.000 |
|      82 |    13 | Provost Office            |       1.0000000 |  0.140 | 31.000 |
|      82 |    14 | Registrar                 |       0.5384615 | -0.140 | 52.000 |
|      82 |    15 | Sociology                 |       0.7692308 | -0.260 | 35.000 |
|      91 |     1 | Art                       |      -0.3333333 | -1.000 | 35.000 |
|      91 |     2 | Athletics                 |      -0.2380952 | -1.000 | 25.000 |
|      91 |     3 | Chancellor's Office       |       0.2380952 |  0.150 | 42.000 |
|      91 |     4 | Computer Science          |       0.2380952 | -0.880 | 52.000 |
|      91 |     5 | Economics                 |       0.5238095 | -1.000 | 38.000 |
|      91 |     6 | Finance                   |       0.7142857 |  0.920 | 30.000 |
|      91 |     7 | History                   |       0.2380952 |  0.000 | 35.000 |
|      91 |     8 | Human Resources           |       0.1428571 |  0.910 | 52.000 |
|      91 |     9 | Language & Literature     |       0.2380952 |  0.000 | 37.000 |
|      91 |    10 | Mathematics               |       0.8095238 | -1.000 | 36.000 |
|      91 |    11 | New Media                 |      -0.0476190 |  0.580 | 46.000 |
|      91 |    12 | Physics                   |       0.2380952 | -1.000 | 38.000 |
|      91 |    13 | Provost Office            |       0.4285714 | -1.000 | 29.000 |
|      91 |    14 | Registrar                 |      -1.0000000 | -1.000 | 42.000 |
|      91 |    15 | Sociology                 |       1.0000000 |  0.050 | 32.000 |
|      93 |     1 | Art                       |       0.2000000 | -0.680 | 33.000 |
|      93 |     2 | Athletics                 |       0.7600000 | -0.890 | 32.000 |
|      93 |     3 | Chancellor's Office       |      -0.9200000 |  0.320 | 33.000 |
|      93 |     4 | Computer Science          |       0.5200000 | -0.750 | 42.000 |
|      93 |     5 | Economics                 |       0.2000000 | -0.770 | 40.000 |
|      93 |     6 | Finance                   |      -0.3600000 |  0.430 | 53.000 |
|      93 |     7 | History                   |      -0.2800000 | -0.620 | 40.000 |
|      93 |     8 | Human Resources           |       0.5200000 |  0.690 | 36.000 |
|      93 |     9 | Language & Literature     |      -0.1200000 | -0.620 | 30.000 |
|      93 |    10 | Mathematics               |       1.0000000 | -0.950 | 38.000 |
|      93 |    11 | New Media                 |       0.2000000 |  0.700 | 44.000 |
|      93 |    12 | Physics                   |      -0.2800000 | -0.790 | 43.000 |
|      93 |    13 | Provost Office            |      -1.0000000 |  0.000 | 33.000 |
|      93 |    14 | Registrar                 |      -0.8400000 |  0.000 | 46.000 |
|      93 |    15 | Sociology                 |       0.2000000 | -0.770 | 43.000 |
|      95 |     1 | Art                       |      -0.8666667 | -1.000 | 31.000 |
|      95 |     2 | Athletics                 |       0.4666667 | -1.000 | 27.000 |
|      95 |     3 | Chancellor's Office       |       0.3333333 |  0.380 | 35.000 |
|      95 |     4 | Computer Science          |       0.8666667 | -1.000 | 39.000 |
|      95 |     5 | Economics                 |       0.3333333 | -1.000 | 34.000 |
|      95 |     6 | Finance                   |      -0.7333333 |  0.330 | 43.000 |
|      95 |     7 | History                   |      -0.2000000 | -0.970 | 40.000 |
|      95 |     8 | Human Resources           |      -1.0000000 |  0.620 | 45.000 |
|      95 |     9 | Language & Literature     |       1.0000000 | -1.000 | 29.000 |
|      95 |    10 | Mathematics               |      -0.7333333 | -1.000 | 37.000 |
|      95 |    11 | New Media                 |       1.0000000 |  0.980 | 46.000 |
|      95 |    12 | Physics                   |      -0.8666667 | -1.000 | 44.000 |
|      95 |    13 | Provost Office            |      -0.2000000 |  0.090 | 33.000 |
|      95 |    14 | Registrar                 |      -0.7333333 | -0.610 | 28.000 |
|      95 |    15 | Sociology                 |      -0.4666667 | -0.730 | 20.000 |
|     102 |     1 | Art                       |       1.0000000 | -0.270 | 30.000 |
|     102 |     2 | Athletics                 |       0.4285714 |  0.340 | 30.000 |
|     102 |     3 | Chancellor's Office       |      -0.2857143 |  0.200 | 29.000 |
|     102 |     4 | Computer Science          |      -0.5714286 | -0.800 | 53.000 |
|     102 |     5 | Economics                 |      -0.7142857 | -0.770 | 55.000 |
|     102 |     6 | Finance                   |       0.8571429 |  0.710 | 26.000 |
|     102 |     7 | History                   |      -1.0000000 | -0.240 | 59.000 |
|     102 |     8 | Human Resources           |       0.8571429 |  0.470 | 46.000 |
|     102 |     9 | Language & Literature     |       0.5714286 | -0.110 | 44.000 |
|     102 |    10 | Mathematics               |      -0.5714286 | -0.510 | 45.000 |
|     102 |    11 | New Media                 |      -0.4285714 |  0.400 | 44.000 |
|     102 |    12 | Physics                   |       0.0000000 | -0.270 | 39.000 |
|     102 |    13 | Provost Office            |       0.5714286 |  0.270 | 45.000 |
|     102 |    14 | Registrar                 |      -0.8571429 | -0.320 | 45.000 |
|     102 |    15 | Sociology                 |       1.0000000 | -0.250 | 27.000 |
|     105 |     1 | Art                       |      -0.0666667 | -0.520 | 30.000 |
|     105 |     2 | Athletics                 |       0.3333333 | -0.690 | 27.000 |
|     105 |     3 | Chancellor's Office       |       0.2000000 |  0.360 | 21.000 |
|     105 |     4 | Computer Science          |      -0.0666667 | -1.000 | 35.000 |
|     105 |     5 | Economics                 |       0.4666667 | -0.980 | 39.000 |
|     105 |     6 | Finance                   |       1.0000000 |  0.780 | 29.000 |
|     105 |     7 | History                   |      -0.4666667 |  0.220 | 51.000 |
|     105 |     8 | Human Resources           |       0.3333333 |  0.800 | 35.000 |
|     105 |     9 | Language & Literature     |      -0.0666667 | -0.680 | 33.000 |
|     105 |    10 | Mathematics               |      -1.0000000 | -0.970 | 43.000 |
|     105 |    11 | New Media                 |      -0.3333333 |  0.770 | 43.000 |
|     105 |    12 | Physics                   |      -1.0000000 | -0.640 | 49.000 |
|     105 |    13 | Provost Office            |      -0.8666667 |  0.030 | 29.000 |
|     105 |    14 | Registrar                 |      -0.6000000 |  0.000 | 52.000 |
|     105 |    15 | Sociology                 |      -0.2000000 | -0.190 | 25.000 |
|     116 |     1 | Art                       |      -0.2727273 | -0.780 | 35.000 |
|     116 |     2 | Athletics                 |      -0.2727273 | -1.000 | 31.000 |
|     116 |     3 | Chancellor's Office       |      -1.0000000 | -0.620 | 37.000 |
|     116 |     4 | Computer Science          |       0.4545455 | -0.950 | 46.000 |
|     116 |     5 | Economics                 |      -0.8181818 | -0.960 | 50.000 |
|     116 |     6 | Finance                   |       0.0909091 |  0.780 | 31.000 |
|     116 |     7 | History                   |       0.0909091 | -0.630 | 39.000 |
|     116 |     8 | Human Resources           |      -1.0000000 |  0.680 | 50.000 |
|     116 |     9 | Language & Literature     |       1.0000000 | -0.790 | 29.000 |
|     116 |    10 | Mathematics               |      -0.0909091 | -0.720 | 47.000 |
|     116 |    11 | New Media                 |       0.2727273 |  0.620 | 42.000 |
|     116 |    12 | Physics                   |      -0.4545455 | -1.000 | 49.000 |
|     116 |    13 | Provost Office            |      -0.2727273 |  0.000 | 52.000 |
|     116 |    14 | Registrar                 |       0.4545455 | -0.560 | 49.000 |
|     116 |    15 | Sociology                 |      -0.6363636 |  0.730 | 44.000 |
|     132 |     1 | Art                       |       0.0000000 | -0.050 | 33.000 |
|     132 |     2 | Athletics                 |       0.0000000 | -0.370 | 33.000 |
|     132 |     3 | Chancellor's Office       |       0.0000000 |  1.000 | 27.000 |
|     132 |     4 | Computer Science          |       0.0000000 | -1.000 | 32.000 |
|     132 |     5 | Economics                 |       0.0000000 | -1.000 | 42.000 |
|     132 |     6 | Finance                   |       0.0000000 |  1.000 | 27.000 |
|     132 |     7 | History                   |       0.0000000 | -1.000 | 30.000 |
|     132 |     8 | Human Resources           |       0.0000000 |  1.000 | 47.000 |
|     132 |     9 | Language & Literature     |       0.0000000 |  0.000 | 29.000 |
|     132 |    10 | Mathematics               |       0.0000000 | -1.000 | 34.000 |
|     132 |    11 | New Media                 |       0.0000000 |  0.930 | 35.000 |
|     132 |    12 | Physics                   |       0.0000000 | -1.000 | 32.000 |
|     132 |    13 | Provost Office            |       0.0000000 | -1.000 | 52.000 |
|     132 |    14 | Registrar                 |       0.0000000 | -1.000 | 52.000 |
|     132 |    15 | Sociology                 |       0.0000000 |  1.000 | 52.000 |
|     137 |     1 | Art                       |       1.0000000 | -1.000 | 41.000 |
|     137 |     2 | Athletics                 |       0.6363636 | -1.000 | 38.000 |
|     137 |     3 | Chancellor's Office       |       0.8181818 | -0.310 | 36.000 |
|     137 |     4 | Computer Science          |       0.4545455 | -1.000 | 45.000 |
|     137 |     5 | Economics                 |      -0.2727273 | -1.000 | 43.000 |
|     137 |     6 | Finance                   |       1.0000000 | -0.260 | 38.000 |
|     137 |     7 | History                   |      -0.2727273 | -1.000 | 41.000 |
|     137 |     8 | Human Resources           |      -1.0000000 |  0.180 | 54.000 |
|     137 |     9 | Language & Literature     |       0.8181818 | -1.000 | 34.000 |
|     137 |    10 | Mathematics               |      -0.4545455 | -1.000 | 48.000 |
|     137 |    11 | New Media                 |      -1.0000000 | -0.780 | 45.000 |
|     137 |    12 | Physics                   |       1.0000000 | -1.000 | 41.000 |
|     137 |    13 | Provost Office            |       0.2727273 | -1.000 | 39.000 |
|     137 |    14 | Registrar                 |       0.0909091 | -1.000 | 44.000 |
|     137 |    15 | Sociology                 |      -0.0909091 | -0.760 | 38.000 |
|     141 |     1 | Art                       |       0.0000000 | -0.980 | 31.000 |
|     141 |     2 | Athletics                 |       0.0000000 | -0.970 | 26.000 |
|     141 |     3 | Chancellor's Office       |       0.0000000 | -0.210 | 24.000 |
|     141 |     4 | Computer Science          |       0.0000000 | -1.000 | 37.000 |
|     141 |     5 | Economics                 |       0.0000000 | -1.000 | 33.000 |
|     141 |     6 | Finance                   |       0.0000000 |  1.000 | 43.000 |
|     141 |     7 | History                   |       0.0000000 | -1.000 | 38.000 |
|     141 |     8 | Human Resources           |       0.0000000 |  0.080 | 42.000 |
|     141 |     9 | Language & Literature     |       0.0000000 | -0.960 | 34.000 |
|     141 |    10 | Mathematics               |       0.0000000 | -1.000 | 38.000 |
|     141 |    11 | New Media                 |       0.0000000 |  1.000 | 54.000 |
|     141 |    12 | Physics                   |       0.0000000 | -1.000 | 36.000 |
|     141 |    13 | Provost Office            |       0.0000000 |  0.000 | 40.000 |
|     141 |    14 | Registrar                 |       0.0000000 | -1.000 | 56.000 |
|     141 |    15 | Sociology                 |       0.0000000 | -0.960 | 32.000 |
|     142 |     1 | Art                       |      -0.5555556 | -1.000 | 36.000 |
|     142 |     2 | Athletics                 |       0.4444444 | -1.000 | 31.000 |
|     142 |     3 | Chancellor's Office       |       1.0000000 |  1.000 | 29.000 |
|     142 |     4 | Computer Science          |       0.3333333 | -1.000 | 41.000 |
|     142 |     5 | Economics                 |       0.7777778 | -1.000 | 44.000 |
|     142 |     6 | Finance                   |      -0.1111111 |  1.000 | 41.000 |
|     142 |     7 | History                   |      -0.2222222 | -1.000 | 56.000 |
|     142 |     8 | Human Resources           |      -0.2222222 |  1.000 | 53.000 |
|     142 |     9 | Language & Literature     |      -0.2222222 | -1.000 | 33.000 |
|     142 |    10 | Mathematics               |      -0.6666667 | -1.000 | 43.000 |
|     142 |    11 | New Media                 |       0.4444444 |  0.990 | 58.000 |
|     142 |    12 | Physics                   |      -1.0000000 | -1.000 | 48.000 |
|     142 |    13 | Provost Office            |       0.0000000 | -1.000 | 45.000 |
|     142 |    14 | Registrar                 |      -0.2222222 |  0.000 | 52.000 |
|     142 |    15 | Sociology                 |      -0.2222222 | -1.000 | 51.000 |
|     148 |     1 | Art                       |      -0.6842105 | -0.620 | 27.000 |
|     148 |     2 | Athletics                 |       0.0526316 | -0.430 | 29.000 |
|     148 |     3 | Chancellor's Office       |      -1.0000000 |  0.000 | 32.000 |
|     148 |     4 | Computer Science          |       0.0526316 | -0.490 | 40.000 |
|     148 |     5 | Economics                 |       0.0526316 | -0.630 | 39.000 |
|     148 |     6 | Finance                   |       0.7894737 |  0.000 | 33.000 |
|     148 |     7 | History                   |       0.4736842 | -0.360 | 39.000 |
|     148 |     8 | Human Resources           |      -0.6842105 |  0.320 | 44.000 |
|     148 |     9 | Language & Literature     |      -0.4736842 | -0.180 | 33.000 |
|     148 |    10 | Mathematics               |       0.0526316 | -0.450 | 38.000 |
|     148 |    11 | New Media                 |       0.8947368 |  0.270 | 42.000 |
|     148 |    12 | Physics                   |       0.0526316 | -0.630 | 35.000 |
|     148 |    13 | Provost Office            |       0.3684211 | -0.540 | 26.000 |
|     148 |    14 | Registrar                 |      -0.5789474 |  0.000 | 36.000 |
|     148 |    15 | Sociology                 |       1.0000000 | -0.380 | 33.000 |
|     152 |     1 | Art                       |       0.5000000 | -0.630 | 30.000 |
|     152 |     2 | Athletics                 |       0.8333333 | -0.220 | 28.000 |
|     152 |     3 | Chancellor's Office       |       0.8333333 |  0.010 | 27.000 |
|     152 |     4 | Computer Science          |       0.3333333 | -0.660 | 35.000 |
|     152 |     5 | Economics                 |       0.6666667 | -0.930 | 35.000 |
|     152 |     6 | Finance                   |       0.3333333 |  0.330 | 39.000 |
|     152 |     7 | History                   |       1.0000000 | -0.420 | 38.000 |
|     152 |     8 | Human Resources           |       0.3333333 |  0.480 | 44.000 |
|     152 |     9 | Language & Literature     |       0.8333333 | -0.520 | 39.000 |
|     152 |    10 | Mathematics               |       0.8333333 | -0.740 | 43.000 |
|     152 |    11 | New Media                 |       0.8333333 |  0.500 | 48.000 |
|     152 |    12 | Physics                   |       0.8333333 | -0.550 | 34.000 |
|     152 |    13 | Provost Office            |       0.8333333 | -0.320 | 36.000 |
|     152 |    14 | Registrar                 |      -1.0000000 | -0.280 | 37.000 |
|     152 |    15 | Sociology                 |      -0.5000000 | -0.480 | 34.000 |
|     154 |     1 | Art                       |       0.0000000 | -0.650 | 31.000 |
|     154 |     2 | Athletics                 |       0.0000000 | -0.220 | 38.000 |
|     154 |     3 | Chancellor's Office       |       0.0000000 |  0.240 | 31.000 |
|     154 |     4 | Computer Science          |       0.0000000 | -0.720 | 46.000 |
|     154 |     5 | Economics                 |       0.0000000 | -0.420 | 31.000 |
|     154 |     6 | Finance                   |       0.0000000 |  0.490 | 27.000 |
|     154 |     7 | History                   |       0.0000000 | -0.040 | 35.000 |
|     154 |     8 | Human Resources           |       0.0000000 |  0.190 | 37.000 |
|     154 |     9 | Language & Literature     |       0.0000000 | -0.500 | 28.000 |
|     154 |    10 | Mathematics               |       0.0000000 | -0.600 | 36.000 |
|     154 |    11 | New Media                 |       0.0000000 |  0.090 | 43.000 |
|     154 |    12 | Physics                   |       0.0000000 | -0.530 | 49.000 |
|     154 |    13 | Provost Office            |       0.0000000 | -0.220 | 46.000 |
|     154 |    14 | Registrar                 |       0.0000000 | -0.640 | 56.000 |
|     154 |    15 | Sociology                 |       0.0000000 |  0.360 | 32.000 |
|     159 |     1 | Art                       |       1.0000000 | -0.970 | 33.000 |
|     159 |     2 | Athletics                 |       1.0000000 | -0.980 | 30.000 |
|     159 |     3 | Chancellor's Office       |      -1.0000000 | -0.970 | 27.000 |
|     159 |     4 | Computer Science          |       1.0000000 | -0.950 | 39.000 |
|     159 |     5 | Economics                 |       1.0000000 | -0.930 | 39.000 |
